Year,Sex,Age,Nacionalidad,Disability,Province,County,Municipality,Units,GeoCode,Value
2021,Male,,,,,,Elduain,%,Elduain,6.8
2015,Male,,,,,,Elduain,%,Elduain,4.6
2020,Male,,,,,,Elduain,%,Elduain,6.3
2016,Male,,,,,,Elduain,%,Elduain,9.1
2023,Male,,,,,,Elduain,%,Elduain,0.0
2022,Male,,,,,,Elgeta,%,Elgeta,2.1
2023,Male,,,,,,Elgeta,%,Elgeta,3.4
2015,Male,,,,,,Elgeta,%,Elgeta,12.3
2019,Male,,,,,,Elgeta,%,Elgeta,6.5
2010,Male,,,,,,Elgeta,%,Elgeta,7.9
2021,Male,,,,,,Elgeta,%,Elgeta,4.1
2018,Male,,,,,,Elgeta,%,Elgeta,7.0
2020,Male,,,,,,Elgeta,%,Elgeta,4.7
2016,Male,,,,,,Elgeta,%,Elgeta,9.7
2016,Male,,,,,,Elgoibar,%,Elgoibar,10.9
2020,Male,,,,,,Elgoibar,%,Elgoibar,5.6
2023,Male,,,,,,Elgoibar,%,Elgoibar,5.3
2022,Male,,,,,,Elgoibar,%,Elgoibar,5.7
2010,Male,,,,,,Elgoibar,%,Elgoibar,8.3
2015,Male,,,,,,Elgoibar,%,Elgoibar,12.5
2019,Male,,,,,,Elgoibar,%,Elgoibar,6.2
2018,Male,,,,,,Elgoibar,%,Elgoibar,7.5
2021,Male,,,,,,Elgoibar,%,Elgoibar,6.3
2010,Male,,,,,,Elorrio,%,Elorrio,8.5
2021,Male,,,,,,Elorrio,%,Elorrio,8.0
2023,Male,,,,,,Elorrio,%,Elorrio,4.5
2019,Male,,,,,,Elorrio,%,Elorrio,7.6
2022,Male,,,,,,Elorrio,%,Elorrio,4.9
2020,Male,,,,,,Elorrio,%,Elorrio,6.4
2018,Male,,,,,,Elorrio,%,Elorrio,7.6
2015,Male,,,,,,Elorrio,%,Elorrio,12.4
2016,Male,,,,,,Elorrio,%,Elorrio,9.5
2021,Male,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,10.4
2023,Male,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,5.9
2018,Male,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.2
2022,Male,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.4
2015,Male,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,8.9
2010,Male,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,6.5
2016,Male,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,9.2
2019,Male,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.1
2020,Male,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.3
2023,Male,,,,,,Erandio,%,Erandio,7.2
2022,Male,,,,,,Erandio,%,Erandio,9.6
2010,Male,,,,,,Erandio,%,Erandio,10.5
2019,Male,,,,,,Erandio,%,Erandio,10.6
2018,Male,,,,,,Erandio,%,Erandio,11.9
2020,Male,,,,,,Erandio,%,Erandio,9.7
2015,Male,,,,,,Erandio,%,Erandio,19.2
2021,Male,,,,,,Erandio,%,Erandio,11.4
2016,Male,,,,,,Erandio,%,Erandio,17.0
2018,Male,,,,,,Ereño,%,Ereño,5.8
2021,Male,,,,,,Ereño,%,Ereño,7.8
2019,Male,,,,,,Ereño,%,Ereño,7.1
2023,Male,,,,,,Ereño,%,Ereño,5.1
2015,Male,,,,,,Ereño,%,Ereño,9.1
2020,Male,,,,,,Ereño,%,Ereño,9.5
2010,Male,,,,,,Ereño,%,Ereño,4.2
2022,Male,,,,,,Ereño,%,Ereño,4.9
2016,Male,,,,,,Ereño,%,Ereño,7.2
2018,Male,,,,,,Ermua,%,Ermua,9.2
2019,Male,,,,,,Ermua,%,Ermua,9.1
2015,Male,,,,,,Ermua,%,Ermua,16.7
2020,Male,,,,,,Ermua,%,Ermua,9.1
2022,Male,,,,,,Ermua,%,Ermua,7.8
2021,Male,,,,,,Ermua,%,Ermua,9.5
2023,Male,,,,,,Ermua,%,Ermua,6.0
2010,Male,,,,,,Ermua,%,Ermua,10.5
2016,Male,,,,,,Ermua,%,Ermua,13.9
2019,Male,,,,,,Errenteria,%,Errenteria,8.6
2023,Male,,,,,,Errenteria,%,Errenteria,7.2
2018,Male,,,,,,Errenteria,%,Errenteria,9.9
2010,Male,,,,,,Errenteria,%,Errenteria,8.9
2016,Male,,,,,,Errenteria,%,Errenteria,14.3
2022,Male,,,,,,Errenteria,%,Errenteria,7.6
2021,Male,,,,,,Errenteria,%,Errenteria,9.5
2020,Male,,,,,,Errenteria,%,Errenteria,8.6
2015,Male,,,,,,Errenteria,%,Errenteria,16.4
2023,Male,,,,,,Errezil,%,Errezil,2.4
2022,Male,,,,,,Errezil,%,Errezil,7.8
2015,Male,,,,,,Errezil,%,Errezil,16.2
2020,Male,,,,,,Errezil,%,Errezil,5.3
2019,Male,,,,,,Errezil,%,Errezil,5.2
2010,Male,,,,,,Errezil,%,Errezil,5.7
2021,Male,,,,,,Errezil,%,Errezil,1.3
2016,Male,,,,,,Errezil,%,Errezil,13.9
2018,Male,,,,,,Errezil,%,Errezil,6.3
2018,Male,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,4.2
2016,Male,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,5.1
2023,Male,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,2.4
2019,Male,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,4.1
2020,Male,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,4.3
2022,Male,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,3.6
2010,Male,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,5.3
2021,Male,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,6.3
2015,Male,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,9.9
2021,Male,,,,,,Errigoiti,%,Errigoiti,9.2
2015,Male,,,,,,Errigoiti,%,Errigoiti,10.2
2019,Male,,,,,,Errigoiti,%,Errigoiti,6.2
2010,Male,,,,,,Errigoiti,%,Errigoiti,6.7
2016,Male,,,,,,Errigoiti,%,Errigoiti,13.6
2020,Male,,,,,,Errigoiti,%,Errigoiti,8.4
2023,Male,,,,,,Errigoiti,%,Errigoiti,8.1
2022,Male,,,,,,Errigoiti,%,Errigoiti,4.3
2018,Male,,,,,,Errigoiti,%,Errigoiti,9.0
2015,Male,,,,,,Eskoriatza,%,Eskoriatza,13.7
2018,Male,,,,,,Eskoriatza,%,Eskoriatza,6.1
2019,Male,,,,,,Eskoriatza,%,Eskoriatza,6.0
2023,Male,,,,,,Eskoriatza,%,Eskoriatza,4.5
2021,Male,,,,,,Eskoriatza,%,Eskoriatza,7.2
2016,Male,,,,,,Eskoriatza,%,Eskoriatza,11.5
2022,Male,,,,,,Eskoriatza,%,Eskoriatza,6.3
2020,Male,,,,,,Eskoriatza,%,Eskoriatza,5.5
2010,Male,,,,,,Eskoriatza,%,Eskoriatza,7.9
2010,Male,,,,,,Etxebarri,%,Etxebarri,8.4
2018,Male,,,,,,Etxebarri,%,Etxebarri,8.4
2022,Male,,,,,,Etxebarri,%,Etxebarri,6.0
2015,Male,,,,,,Etxebarri,%,Etxebarri,14.1
2016,Male,,,,,,Etxebarri,%,Etxebarri,12.8
2020,Male,,,,,,Etxebarri,%,Etxebarri,6.4
2021,Male,,,,,,Etxebarri,%,Etxebarri,8.1
2023,Male,,,,,,Etxebarri,%,Etxebarri,4.8
2019,Male,,,,,,Etxebarri,%,Etxebarri,6.4
2023,Male,,,,,,Etxebarria,%,Etxebarria,5.1
2020,Male,,,,,,Etxebarria,%,Etxebarria,8.7
2022,Male,,,,,,Etxebarria,%,Etxebarria,7.2
2015,Male,,,,,,Etxebarria,%,Etxebarria,8.7
2010,Male,,,,,,Etxebarria,%,Etxebarria,8.3
2018,Male,,,,,,Etxebarria,%,Etxebarria,5.1
2021,Male,,,,,,Etxebarria,%,Etxebarria,9.8
2019,Male,,,,,,Etxebarria,%,Etxebarria,7.1
2016,Male,,,,,,Etxebarria,%,Etxebarria,11.3
2020,Male,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.6
2021,Male,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.7
2010,Male,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.1
2023,Male,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.9
2018,Male,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.5
2016,Male,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.7
2022,Male,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.6
2019,Male,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,5.5
2015,Male,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,8.4
2022,Male,,,,,,Forua,%,Forua,7.1
2020,Male,,,,,,Forua,%,Forua,8.9
2021,Male,,,,,,Forua,%,Forua,9.4
2018,Male,,,,,,Forua,%,Forua,9.4
2010,Male,,,,,,Forua,%,Forua,13.4
2023,Male,,,,,,Forua,%,Forua,4.7
2016,Male,,,,,,Forua,%,Forua,17.1
2015,Male,,,,,,Forua,%,Forua,16.5
2019,Male,,,,,,Forua,%,Forua,9.8
2019,Male,,,,,,Fruiz,%,Fruiz,7.1
2020,Male,,,,,,Fruiz,%,Fruiz,4.1
2016,Male,,,,,,Fruiz,%,Fruiz,11.4
2010,Male,,,,,,Fruiz,%,Fruiz,7.1
2018,Male,,,,,,Fruiz,%,Fruiz,5.3
2023,Male,,,,,,Fruiz,%,Fruiz,6.5
2021,Male,,,,,,Fruiz,%,Fruiz,5.3
2022,Male,,,,,,Fruiz,%,Fruiz,7.4
2015,Male,,,,,,Fruiz,%,Fruiz,12.0
2019,Male,,,,,,Gabiria,%,Gabiria,4.1
2022,Male,,,,,,Gabiria,%,Gabiria,3.8
2018,Male,,,,,,Gabiria,%,Gabiria,3.3
2016,Male,,,,,,Gabiria,%,Gabiria,4.0
2021,Male,,,,,,Gabiria,%,Gabiria,5.4
2015,Male,,,,,,Gabiria,%,Gabiria,5.2
2020,Male,,,,,,Gabiria,%,Gabiria,4.6
2023,Male,,,,,,Gabiria,%,Gabiria,2.0
2010,Male,,,,,,Gabiria,%,Gabiria,7.7
2023,Male,,,,,,Gaintza,%,Gaintza,5.6
2010,Male,,,,,,Gaintza,%,Gaintza,5.7
2015,Male,,,,,,Gaintza,%,Gaintza,9.1
2018,Male,,,,,,Gaintza,%,Gaintza,12.1
2021,Male,,,,,,Gaintza,%,Gaintza,2.7
2022,Male,,,,,,Gaintza,%,Gaintza,2.5
2020,Male,,,,,,Gaintza,%,Gaintza,0.0
2016,Male,,,,,,Gaintza,%,Gaintza,6.7
2019,Male,,,,,,Gaintza,%,Gaintza,0.0
2018,Male,,,,,,Galdakao,%,Galdakao,8.9
2016,Male,,,,,,Galdakao,%,Galdakao,12.1
2015,Male,,,,,,Galdakao,%,Galdakao,14.5
2022,Male,,,,,,Galdakao,%,Galdakao,6.7
2010,Male,,,,,,Galdakao,%,Galdakao,8.3
2019,Male,,,,,,Galdakao,%,Galdakao,8.3
2020,Male,,,,,,Galdakao,%,Galdakao,8.0
2021,Male,,,,,,Galdakao,%,Galdakao,8.4
2023,Male,,,,,,Galdakao,%,Galdakao,6.0
2022,Male,,,,,,Galdames,%,Galdames,8.0
2016,Male,,,,,,Galdames,%,Galdames,13.6
2023,Male,,,,,,Galdames,%,Galdames,5.2
2010,Male,,,,,,Galdames,%,Galdames,6.3
2018,Male,,,,,,Galdames,%,Galdames,10.3
2015,Male,,,,,,Galdames,%,Galdames,13.8
2021,Male,,,,,,Galdames,%,Galdames,11.1
2019,Male,,,,,,Galdames,%,Galdames,12.7
2020,Male,,,,,,Galdames,%,Galdames,9.1
2010,Male,,,,,,Gamiz-Fika,%,Gamiz-Fika,5.5
2022,Male,,,,,,Gamiz-Fika,%,Gamiz-Fika,6.3
2023,Male,,,,,,Gamiz-Fika,%,Gamiz-Fika,7.1
2016,Male,,,,,,Gamiz-Fika,%,Gamiz-Fika,9.9
2021,Male,,,,,,Gamiz-Fika,%,Gamiz-Fika,8.4
2015,Male,,,,,,Gamiz-Fika,%,Gamiz-Fika,11.5
2020,Male,,,,,,Gamiz-Fika,%,Gamiz-Fika,7.4
2018,Male,,,,,,Gamiz-Fika,%,Gamiz-Fika,9.3
2019,Male,,,,,,Gamiz-Fika,%,Gamiz-Fika,7.3
2022,Male,,,,,,Garai,%,Garai,3.2
2021,Male,,,,,,Garai,%,Garai,0.0
2015,Male,,,,,,Garai,%,Garai,9.5
2023,Male,,,,,,Garai,%,Garai,2.1
2020,Male,,,,,,Garai,%,Garai,1.0
2018,Male,,,,,,Garai,%,Garai,2.2
2019,Male,,,,,,Garai,%,Garai,3.2
2010,Male,,,,,,Garai,%,Garai,5.2
2016,Male,,,,,,Garai,%,Garai,5.4
2019,Male,,,,,,Gatika,%,Gatika,6.8
2018,Male,,,,,,Gatika,%,Gatika,6.6
2021,Male,,,,,,Gatika,%,Gatika,8.3
2015,Male,,,,,,Gatika,%,Gatika,12.9
2023,Male,,,,,,Gatika,%,Gatika,4.8
2010,Male,,,,,,Gatika,%,Gatika,7.7
2022,Male,,,,,,Gatika,%,Gatika,7.0
2020,Male,,,,,,Gatika,%,Gatika,6.1
2016,Male,,,,,,Gatika,%,Gatika,11.0
2016,Male,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,13.7
2020,Male,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,6.6
2018,Male,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.4
2022,Male,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,5.9
2010,Male,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,11.0
2019,Male,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.0
2023,Male,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,2.9
2021,Male,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,5.6
2015,Male,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,14.5
2023,Male,,,,,,Gaztelu,%,Gaztelu,6.5
2010,Male,,,,,,Gaztelu,%,Gaztelu,5.5
2022,Male,,,,,,Gaztelu,%,Gaztelu,2.0
2015,Male,,,,,,Gaztelu,%,Gaztelu,18.8
2020,Male,,,,,,Gaztelu,%,Gaztelu,4.4
2018,Male,,,,,,Gaztelu,%,Gaztelu,6.5
2016,Male,,,,,,Gaztelu,%,Gaztelu,5.1
2019,Male,,,,,,Gaztelu,%,Gaztelu,2.3
2021,Male,,,,,,Gaztelu,%,Gaztelu,6.0
2020,Male,,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2015,Male,,,,,,Gernika-Lumo,%,Gernika-Lumo,17.0
2010,Male,,,,,,Gernika-Lumo,%,Gernika-Lumo,9.6
2021,Male,,,,,,Gernika-Lumo,%,Gernika-Lumo,9.4
2023,Male,,,,,,Gernika-Lumo,%,Gernika-Lumo,6.7
2018,Male,,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2022,Male,,,,,,Gernika-Lumo,%,Gernika-Lumo,7.6
2016,Male,,,,,,Gernika-Lumo,%,Gernika-Lumo,14.1
2019,Male,,,,,,Gernika-Lumo,%,Gernika-Lumo,8.5
2018,Male,,,,,,Getaria,%,Getaria,9.5
2015,Male,,,,,,Getaria,%,Getaria,16.6
2016,Male,,,,,,Getaria,%,Getaria,12.8
2023,Male,,,,,,Getaria,%,Getaria,2.1
2019,Male,,,,,,Getaria,%,Getaria,11.1
2022,Male,,,,,,Getaria,%,Getaria,3.7
2021,Male,,,,,,Getaria,%,Getaria,9.8
2010,Male,,,,,,Getaria,%,Getaria,10.1
2020,Male,,,,,,Getaria,%,Getaria,9.3
2010,Male,,,,,,Getxo,%,Getxo,11.1
2023,Male,,,,,,Getxo,%,Getxo,7.0
2016,Male,,,,,,Getxo,%,Getxo,13.6
2021,Male,,,,,,Getxo,%,Getxo,10.3
2019,Male,,,,,,Getxo,%,Getxo,8.9
2018,Male,,,,,,Getxo,%,Getxo,10.4
2022,Male,,,,,,Getxo,%,Getxo,8.4
2020,Male,,,,,,Getxo,%,Getxo,8.5
2015,Male,,,,,,Getxo,%,Getxo,16.5
2021,Male,,,,,,Gizaburuaga,%,Gizaburuaga,6.6
2018,Male,,,,,,Gizaburuaga,%,Gizaburuaga,11.7
2022,Male,,,,,,Gizaburuaga,%,Gizaburuaga,7.3
2023,Male,,,,,,Gizaburuaga,%,Gizaburuaga,1.7
2015,Male,,,,,,Gizaburuaga,%,Gizaburuaga,13.3
2019,Male,,,,,,Gizaburuaga,%,Gizaburuaga,5.8
2016,Male,,,,,,Gizaburuaga,%,Gizaburuaga,10.0
2010,Male,,,,,,Gizaburuaga,%,Gizaburuaga,1.7
2020,Male,,,,,,Gizaburuaga,%,Gizaburuaga,1.8
2016,Male,,,,,,Gordexola,%,Gordexola,12.2
2018,Male,,,,,,Gordexola,%,Gordexola,9.2
2010,Male,,,,,,Gordexola,%,Gordexola,8.7
2019,Male,,,,,,Gordexola,%,Gordexola,8.2
2022,Male,,,,,,Gordexola,%,Gordexola,8.6
2020,Male,,,,,,Gordexola,%,Gordexola,9.4
2023,Male,,,,,,Gordexola,%,Gordexola,6.7
2021,Male,,,,,,Gordexola,%,Gordexola,8.6
2015,Male,,,,,,Gordexola,%,Gordexola,14.2
2022,Male,,,,,,Gorliz,%,Gorliz,8.8
2010,Male,,,,,,Gorliz,%,Gorliz,9.5
2018,Male,,,,,,Gorliz,%,Gorliz,10.0
2015,Male,,,,,,Gorliz,%,Gorliz,14.9
2021,Male,,,,,,Gorliz,%,Gorliz,10.3
2020,Male,,,,,,Gorliz,%,Gorliz,8.7
2016,Male,,,,,,Gorliz,%,Gorliz,14.3
2023,Male,,,,,,Gorliz,%,Gorliz,6.9
2019,Male,,,,,,Gorliz,%,Gorliz,8.9
2016,Male,,,,,,Güeñes,%,Güeñes,18.1
2023,Male,,,,,,Güeñes,%,Güeñes,8.8
2022,Male,,,,,,Güeñes,%,Güeñes,9.7
2015,Male,,,,,,Güeñes,%,Güeñes,17.3
2021,Male,,,,,,Güeñes,%,Güeñes,10.0
2010,Male,,,,,,Güeñes,%,Güeñes,9.0
2020,Male,,,,,,Güeñes,%,Güeñes,9.8
2018,Male,,,,,,Güeñes,%,Güeñes,11.0
2019,Male,,,,,,Güeñes,%,Güeñes,9.8
2022,Male,,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,7.9
2019,Male,,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,6.3
2016,Male,,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,16.9
2023,Male,,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,6.7
2018,Male,,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,4.7
2010,Male,,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,8.2
2020,Male,,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,5.0
2021,Male,,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,13.6
2015,Male,,,,,,Harana/Valle de Arana,%,Harana/Valle de Arana,7.8
2023,Male,,,,,,Hernani,%,Hernani,6.7
2021,Male,,,,,,Hernani,%,Hernani,8.4
2022,Male,,,,,,Hernani,%,Hernani,6.8
2018,Male,,,,,,Hernani,%,Hernani,8.5
2019,Male,,,,,,Hernani,%,Hernani,7.4
2015,Male,,,,,,Hernani,%,Hernani,14.8
2016,Male,,,,,,Hernani,%,Hernani,12.9
2020,Male,,,,,,Hernani,%,Hernani,6.5
2010,Male,,,,,,Hernani,%,Hernani,8.8
2021,Male,,,,,,Hernialde,%,Hernialde,11.5
2018,Male,,,,,,Hernialde,%,Hernialde,8.2
2022,Male,,,,,,Hernialde,%,Hernialde,11.5
2020,Male,,,,,,Hernialde,%,Hernialde,6.8
2023,Male,,,,,,Hernialde,%,Hernialde,1.4
2016,Male,,,,,,Hernialde,%,Hernialde,10.3
2015,Male,,,,,,Hernialde,%,Hernialde,11.0
2010,Male,,,,,,Hernialde,%,Hernialde,3.3
2019,Male,,,,,,Hernialde,%,Hernialde,12.0
2019,Male,,,,,,Hondarribia,%,Hondarribia,8.9
2023,Male,,,,,,Hondarribia,%,Hondarribia,5.7
2021,Male,,,,,,Hondarribia,%,Hondarribia,9.9
2020,Male,,,,,,Hondarribia,%,Hondarribia,9.7
2022,Male,,,,,,Hondarribia,%,Hondarribia,6.3
2016,Male,,,,,,Hondarribia,%,Hondarribia,13.8
2018,Male,,,,,,Hondarribia,%,Hondarribia,9.8
2010,Male,,,,,,Hondarribia,%,Hondarribia,10.4
2015,Male,,,,,,Hondarribia,%,Hondarribia,16.0
2020,Male,,,,,,Ibarra,%,Ibarra,7.0
2016,Male,,,,,,Ibarra,%,Ibarra,12.2
2022,Male,,,,,,Ibarra,%,Ibarra,6.7
2021,Male,,,,,,Ibarra,%,Ibarra,7.8
2023,Male,,,,,,Ibarra,%,Ibarra,6.3
2018,Male,,,,,,Ibarra,%,Ibarra,10.1
2019,Male,,,,,,Ibarra,%,Ibarra,7.3
2010,Male,,,,,,Ibarra,%,Ibarra,8.9
2015,Male,,,,,,Ibarra,%,Ibarra,12.9
2021,Male,,,,,,Ibarrangelu,%,Ibarrangelu,11.7
2022,Male,,,,,,Ibarrangelu,%,Ibarrangelu,10.8
2019,Male,,,,,,Ibarrangelu,%,Ibarrangelu,7.4
2020,Male,,,,,,Ibarrangelu,%,Ibarrangelu,12.8
2016,Male,,,,,,Ibarrangelu,%,Ibarrangelu,12.6
2023,Male,,,,,,Ibarrangelu,%,Ibarrangelu,8.6
2010,Male,,,,,,Ibarrangelu,%,Ibarrangelu,8.0
2015,Male,,,,,,Ibarrangelu,%,Ibarrangelu,13.3
2018,Male,,,,,,Ibarrangelu,%,Ibarrangelu,9.3
2020,Male,,,,,,Idiazabal,%,Idiazabal,4.4
2010,Male,,,,,,Idiazabal,%,Idiazabal,7.5
2018,Male,,,,,,Idiazabal,%,Idiazabal,4.2
2019,Male,,,,,,Idiazabal,%,Idiazabal,5.2
2016,Male,,,,,,Idiazabal,%,Idiazabal,5.5
2015,Male,,,,,,Idiazabal,%,Idiazabal,8.4
2022,Male,,,,,,Idiazabal,%,Idiazabal,3.2
2023,Male,,,,,,Idiazabal,%,Idiazabal,3.1
2021,Male,,,,,,Idiazabal,%,Idiazabal,6.9
2021,Male,,,,,,Igorre,%,Igorre,9.9
2020,Male,,,,,,Igorre,%,Igorre,7.4
2023,Male,,,,,,Igorre,%,Igorre,6.7
2015,Male,,,,,,Igorre,%,Igorre,14.6
2010,Male,,,,,,Igorre,%,Igorre,8.6
2022,Male,,,,,,Igorre,%,Igorre,7.9
2019,Male,,,,,,Igorre,%,Igorre,6.2
2018,Male,,,,,,Igorre,%,Igorre,7.8
2016,Male,,,,,,Igorre,%,Igorre,12.3
2018,Male,,,,,,Ikaztegieta,%,Ikaztegieta,10.1
2023,Male,,,,,,Ikaztegieta,%,Ikaztegieta,7.2
2016,Male,,,,,,Ikaztegieta,%,Ikaztegieta,14.5
2019,Male,,,,,,Ikaztegieta,%,Ikaztegieta,5.4
2010,Male,,,,,,Ikaztegieta,%,Ikaztegieta,8.3
2021,Male,,,,,,Ikaztegieta,%,Ikaztegieta,7.1
2022,Male,,,,,,Ikaztegieta,%,Ikaztegieta,7.8
2020,Male,,,,,,Ikaztegieta,%,Ikaztegieta,6.3
2015,Male,,,,,,Ikaztegieta,%,Ikaztegieta,10.5
2022,Male,,,,,,Irun,%,Irun,8.6
2016,Male,,,,,,Irun,%,Irun,15.3
2023,Male,,,,,,Irun,%,Irun,8.1
2018,Male,,,,,,Irun,%,Irun,10.5
2015,Male,,,,,,Irun,%,Irun,18.4
2020,Male,,,,,,Irun,%,Irun,9.8
2010,Male,,,,,,Irun,%,Irun,11.3
2021,Male,,,,,,Irun,%,Irun,10.8
2019,Male,,,,,,Irun,%,Irun,9.4
2015,Male,,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,14.5
2016,Male,,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,11.4
2019,Male,,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.9
2021,Male,,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,9.0
2010,Male,,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,6.9
2020,Male,,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.2
2022,Male,,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,6.0
2023,Male,,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.2
2018,Male,,,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,7.1
2018,Male,,,,,,Irura,%,Irura,6.0
2021,Male,,,,,,Irura,%,Irura,5.9
2022,Male,,,,,,Irura,%,Irura,3.4
2020,Male,,,,,,Irura,%,Irura,3.8
2023,Male,,,,,,Irura,%,Irura,3.7
2019,Male,,,,,,Irura,%,Irura,6.1
2015,Male,,,,,,Irura,%,Irura,11.5
2016,Male,,,,,,Irura,%,Irura,9.6
2010,Male,,,,,,Irura,%,Irura,7.1
2010,Male,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.0
2016,Male,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,3.1
2023,Male,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.5
2020,Male,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.7
2015,Male,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,11.4
2018,Male,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.2
2019,Male,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,2.4
2021,Male,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.9
2022,Male,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,5.1
2020,Male,,,,,,Ispaster,%,Ispaster,5.4
2019,Male,,,,,,Ispaster,%,Ispaster,8.0
2016,Male,,,,,,Ispaster,%,Ispaster,7.8
2021,Male,,,,,,Ispaster,%,Ispaster,9.4
2018,Male,,,,,,Ispaster,%,Ispaster,8.0
2022,Male,,,,,,Ispaster,%,Ispaster,7.7
2015,Male,,,,,,Ispaster,%,Ispaster,9.0
2010,Male,,,,,,Ispaster,%,Ispaster,7.3
2023,Male,,,,,,Ispaster,%,Ispaster,3.8
2020,Male,,,,,,Itsasondo,%,Itsasondo,6.0
2018,Male,,,,,,Itsasondo,%,Itsasondo,6.7
2010,Male,,,,,,Itsasondo,%,Itsasondo,9.0
2015,Male,,,,,,Itsasondo,%,Itsasondo,14.0
2021,Male,,,,,,Itsasondo,%,Itsasondo,9.9
2023,Male,,,,,,Itsasondo,%,Itsasondo,7.7
2022,Male,,,,,,Itsasondo,%,Itsasondo,4.2
2019,Male,,,,,,Itsasondo,%,Itsasondo,7.8
2016,Male,,,,,,Itsasondo,%,Itsasondo,9.1
2021,Male,,,,,,Iurreta,%,Iurreta,10.6
2015,Male,,,,,,Iurreta,%,Iurreta,16.0
2022,Male,,,,,,Iurreta,%,Iurreta,7.6
2010,Male,,,,,,Iurreta,%,Iurreta,9.8
2023,Male,,,,,,Iurreta,%,Iurreta,7.2
2019,Male,,,,,,Iurreta,%,Iurreta,8.7
2016,Male,,,,,,Iurreta,%,Iurreta,13.4
