Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2019,,,Mañaria,10.000 biztanleko,Mañaria,0.0
2023,,,Mañaria,10.000 biztanleko,Mañaria,0.0
2021,,,Mañaria,10.000 biztanleko,Mañaria,0.0
2020,,,Mañaria,10.000 biztanleko,Mañaria,0.0
2022,,,Markina-Xemein,10.000 biztanleko,Markina-Xemein,4.0
2019,,,Markina-Xemein,10.000 biztanleko,Markina-Xemein,8.2
2021,,,Markina-Xemein,10.000 biztanleko,Markina-Xemein,4.1
2020,,,Markina-Xemein,10.000 biztanleko,Markina-Xemein,0.0
2023,,,Markina-Xemein,10.000 biztanleko,Markina-Xemein,0.0
2020,,,Maruri-Jatabe,10.000 biztanleko,Maruri-Jatabe,0.0
2022,,,Maruri-Jatabe,10.000 biztanleko,Maruri-Jatabe,19.7
2021,,,Maruri-Jatabe,10.000 biztanleko,Maruri-Jatabe,0.0
2019,,,Maruri-Jatabe,10.000 biztanleko,Maruri-Jatabe,0.0
2023,,,Maruri-Jatabe,10.000 biztanleko,Maruri-Jatabe,0.0
2020,,,Mendaro,10.000 biztanleko,Mendaro,0.0
2022,,,Mendaro,10.000 biztanleko,Mendaro,0.0
2019,,,Mendaro,10.000 biztanleko,Mendaro,0.0
2021,,,Mendaro,10.000 biztanleko,Mendaro,0.0
2023,,,Mendaro,10.000 biztanleko,Mendaro,0.0
2020,,,Mendata,10.000 biztanleko,Mendata,0.0
2021,,,Mendata,10.000 biztanleko,Mendata,0.0
2019,,,Mendata,10.000 biztanleko,Mendata,0.0
2023,,,Mendata,10.000 biztanleko,Mendata,0.0
2022,,,Mendata,10.000 biztanleko,Mendata,0.0
2022,,,Mendexa,10.000 biztanleko,Mendexa,0.0
2020,,,Mendexa,10.000 biztanleko,Mendexa,0.0
2023,,,Mendexa,10.000 biztanleko,Mendexa,0.0
2021,,,Mendexa,10.000 biztanleko,Mendexa,0.0
2019,,,Mendexa,10.000 biztanleko,Mendexa,0.0
2021,,,Meñaka,10.000 biztanleko,Meñaka,0.0
2022,,,Meñaka,10.000 biztanleko,Meñaka,0.0
2020,,,Meñaka,10.000 biztanleko,Meñaka,0.0
2019,,,Meñaka,10.000 biztanleko,Meñaka,0.0
2023,,,Meñaka,10.000 biztanleko,Meñaka,0.0
2023,,,Moreda de Álava / Moreda Araba,10.000 biztanleko,Moreda de Álava / Moreda Araba,0.0
2022,,,Moreda de Álava / Moreda Araba,10.000 biztanleko,Moreda de Álava / Moreda Araba,0.0
2020,,,Moreda de Álava / Moreda Araba,10.000 biztanleko,Moreda de Álava / Moreda Araba,0.0
2021,,,Moreda de Álava / Moreda Araba,10.000 biztanleko,Moreda de Álava / Moreda Araba,0.0
2019,,,Moreda de Álava / Moreda Araba,10.000 biztanleko,Moreda de Álava / Moreda Araba,0.0
2019,,,Morga,10.000 biztanleko,Morga,0.0
2021,,,Morga,10.000 biztanleko,Morga,0.0
2022,,,Morga,10.000 biztanleko,Morga,0.0
2023,,,Morga,10.000 biztanleko,Morga,0.0
2020,,,Morga,10.000 biztanleko,Morga,0.0
2021,,,Mundaka,10.000 biztanleko,Mundaka,0.0
2019,,,Mundaka,10.000 biztanleko,Mundaka,0.0
2023,,,Mundaka,10.000 biztanleko,Mundaka,0.0
2022,,,Mundaka,10.000 biztanleko,Mundaka,0.0
2020,,,Mundaka,10.000 biztanleko,Mundaka,0.0
2021,,,Mungia,10.000 biztanleko,Mungia,1.1
2022,,,Mungia,10.000 biztanleko,Mungia,1.1
2020,,,Mungia,10.000 biztanleko,Mungia,1.1
2019,,,Mungia,10.000 biztanleko,Mungia,1.1
2023,,,Mungia,10.000 biztanleko,Mungia,5.5
2022,,,Munitibar-Arbatzegi Gerrikaitz,10.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,0.0
2020,,,Munitibar-Arbatzegi Gerrikaitz,10.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,0.0
2019,,,Munitibar-Arbatzegi Gerrikaitz,10.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,0.0
2021,,,Munitibar-Arbatzegi Gerrikaitz,10.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,0.0
2023,,,Munitibar-Arbatzegi Gerrikaitz,10.000 biztanleko,Munitibar-Arbatzegi Gerrikaitz,0.0
2019,,,Murueta,10.000 biztanleko,Murueta,0.0
2020,,,Murueta,10.000 biztanleko,Murueta,0.0
2022,,,Murueta,10.000 biztanleko,Murueta,0.0
2023,,,Murueta,10.000 biztanleko,Murueta,0.0
2021,,,Murueta,10.000 biztanleko,Murueta,0.0
2019,,,Muskiz,10.000 biztanleko,Muskiz,0.0
2021,,,Muskiz,10.000 biztanleko,Muskiz,5.4
2023,,,Muskiz,10.000 biztanleko,Muskiz,2.7
2020,,,Muskiz,10.000 biztanleko,Muskiz,5.3
2022,,,Muskiz,10.000 biztanleko,Muskiz,0.0
2019,,,Mutiloa,10.000 biztanleko,Mutiloa,0.0
2021,,,Mutiloa,10.000 biztanleko,Mutiloa,0.0
2023,,,Mutiloa,10.000 biztanleko,Mutiloa,0.0
2020,,,Mutiloa,10.000 biztanleko,Mutiloa,0.0
2022,,,Mutiloa,10.000 biztanleko,Mutiloa,0.0
2022,,,Mutriku,10.000 biztanleko,Mutriku,0.0
2020,,,Mutriku,10.000 biztanleko,Mutriku,0.0
2019,,,Mutriku,10.000 biztanleko,Mutriku,0.0
2021,,,Mutriku,10.000 biztanleko,Mutriku,0.0
2023,,,Mutriku,10.000 biztanleko,Mutriku,3.8
2023,,,Muxika,10.000 biztanleko,Muxika,14.1
2019,,,Muxika,10.000 biztanleko,Muxika,0.0
2022,,,Muxika,10.000 biztanleko,Muxika,0.0
2021,,,Muxika,10.000 biztanleko,Muxika,14.3
2020,,,Muxika,10.000 biztanleko,Muxika,0.0
2021,,,Nabarniz,10.000 biztanleko,Nabarniz,0.0
2019,,,Nabarniz,10.000 biztanleko,Nabarniz,0.0
2020,,,Nabarniz,10.000 biztanleko,Nabarniz,0.0
2023,,,Nabarniz,10.000 biztanleko,Nabarniz,0.0
2022,,,Nabarniz,10.000 biztanleko,Nabarniz,0.0
2023,,,Navaridas,10.000 biztanleko,Navaridas,0.0
2019,,,Navaridas,10.000 biztanleko,Navaridas,0.0
2020,,,Navaridas,10.000 biztanleko,Navaridas,0.0
2021,,,Navaridas,10.000 biztanleko,Navaridas,0.0
2022,,,Navaridas,10.000 biztanleko,Navaridas,0.0
2021,,,Oiartzun,10.000 biztanleko,Oiartzun,7.6
2022,,,Oiartzun,10.000 biztanleko,Oiartzun,5.7
2023,,,Oiartzun,10.000 biztanleko,Oiartzun,0.0
2020,,,Oiartzun,10.000 biztanleko,Oiartzun,3.8
2019,,,Oiartzun,10.000 biztanleko,Oiartzun,3.8
2019,,,Okondo,10.000 biztanleko,Okondo,0.0
2023,,,Okondo,10.000 biztanleko,Okondo,0.0
2020,,,Okondo,10.000 biztanleko,Okondo,0.0
2021,,,Okondo,10.000 biztanleko,Okondo,0.0
2022,,,Okondo,10.000 biztanleko,Okondo,0.0
2023,,,Olaberria,10.000 biztanleko,Olaberria,0.0
2021,,,Olaberria,10.000 biztanleko,Olaberria,0.0
2020,,,Olaberria,10.000 biztanleko,Olaberria,0.0
2019,,,Olaberria,10.000 biztanleko,Olaberria,0.0
2022,,,Olaberria,10.000 biztanleko,Olaberria,0.0
2022,,,Ondarroa,10.000 biztanleko,Ondarroa,2.4
2019,,,Ondarroa,10.000 biztanleko,Ondarroa,2.4
2021,,,Ondarroa,10.000 biztanleko,Ondarroa,0.0
2020,,,Ondarroa,10.000 biztanleko,Ondarroa,2.4
2023,,,Ondarroa,10.000 biztanleko,Ondarroa,12.1
2019,,,Oñati,10.000 biztanleko,Oñati,0.0
2023,,,Oñati,10.000 biztanleko,Oñati,3.4
2021,,,Oñati,10.000 biztanleko,Oñati,5.2
2020,,,Oñati,10.000 biztanleko,Oñati,1.7
2022,,,Oñati,10.000 biztanleko,Oñati,0.0
2020,,,Ordizia,10.000 biztanleko,Ordizia,2.0
2022,,,Ordizia,10.000 biztanleko,Ordizia,3.9
2019,,,Ordizia,10.000 biztanleko,Ordizia,2.0
2021,,,Ordizia,10.000 biztanleko,Ordizia,11.8
2023,,,Ordizia,10.000 biztanleko,Ordizia,3.9
2020,,,Orendain,10.000 biztanleko,Orendain,0.0
2022,,,Orendain,10.000 biztanleko,Orendain,0.0
2019,,,Orendain,10.000 biztanleko,Orendain,0.0
2021,,,Orendain,10.000 biztanleko,Orendain,0.0
2023,,,Orendain,10.000 biztanleko,Orendain,0.0
2023,,,Orexa,10.000 biztanleko,Orexa,0.0
2021,,,Orexa,10.000 biztanleko,Orexa,0.0
2019,,,Orexa,10.000 biztanleko,Orexa,0.0
2020,,,Orexa,10.000 biztanleko,Orexa,0.0
2022,,,Orexa,10.000 biztanleko,Orexa,0.0
2020,,,Orio,10.000 biztanleko,Orio,3.3
2022,,,Orio,10.000 biztanleko,Orio,9.9
2019,,,Orio,10.000 biztanleko,Orio,3.3
2021,,,Orio,10.000 biztanleko,Orio,0.0
2023,,,Orio,10.000 biztanleko,Orio,3.3
2020,,,Ormaiztegi,10.000 biztanleko,Ormaiztegi,0.0
2022,,,Ormaiztegi,10.000 biztanleko,Ormaiztegi,16.2
2023,,,Ormaiztegi,10.000 biztanleko,Ormaiztegi,0.0
2021,,,Ormaiztegi,10.000 biztanleko,Ormaiztegi,15.9
2019,,,Ormaiztegi,10.000 biztanleko,Ormaiztegi,0.0
2021,,,Orozko,10.000 biztanleko,Orozko,0.0
2019,,,Orozko,10.000 biztanleko,Orozko,0.0
2022,,,Orozko,10.000 biztanleko,Orozko,7.2
2020,,,Orozko,10.000 biztanleko,Orozko,0.0
2023,,,Orozko,10.000 biztanleko,Orozko,0.0
2020,,,Ortuella,10.000 biztanleko,Ortuella,0.0
2022,,,Ortuella,10.000 biztanleko,Ortuella,4.6
2019,,,Ortuella,10.000 biztanleko,Ortuella,0.0
2023,,,Ortuella,10.000 biztanleko,Ortuella,2.3
2021,,,Ortuella,10.000 biztanleko,Ortuella,4.6
2021,,,Otxandio,10.000 biztanleko,Otxandio,0.0
2022,,,Otxandio,10.000 biztanleko,Otxandio,0.0
2020,,,Otxandio,10.000 biztanleko,Otxandio,0.0
2019,,,Otxandio,10.000 biztanleko,Otxandio,0.0
2023,,,Otxandio,10.000 biztanleko,Otxandio,0.0
2023,,,Oyón-Oion,10.000 biztanleko,Oyón-Oion,0.0
2020,,,Oyón-Oion,10.000 biztanleko,Oyón-Oion,0.0
2019,,,Oyón-Oion,10.000 biztanleko,Oyón-Oion,5.8
2021,,,Oyón-Oion,10.000 biztanleko,Oyón-Oion,0.0
2021,,,Pasaia,10.000 biztanleko,Pasaia,1.2
2023,,,Pasaia,10.000 biztanleko,Pasaia,4.6
2020,,,Pasaia,10.000 biztanleko,Pasaia,0.0
2022,,,Pasaia,10.000 biztanleko,Pasaia,2.3
2019,,,Pasaia,10.000 biztanleko,Pasaia,1.2
2023,,,Peñacerrada-Urizaharra,10.000 biztanleko,Peñacerrada-Urizaharra,0.0
2022,,,Peñacerrada-Urizaharra,10.000 biztanleko,Peñacerrada-Urizaharra,0.0
2019,,,Peñacerrada-Urizaharra,10.000 biztanleko,Peñacerrada-Urizaharra,0.0
2020,,,Peñacerrada-Urizaharra,10.000 biztanleko,Peñacerrada-Urizaharra,0.0
2021,,,Peñacerrada-Urizaharra,10.000 biztanleko,Peñacerrada-Urizaharra,0.0
2021,,,Plentzia,10.000 biztanleko,Plentzia,4.3
2022,,,Plentzia,10.000 biztanleko,Plentzia,8.7
2020,,,Plentzia,10.000 biztanleko,Plentzia,0.0
2019,,,Plentzia,10.000 biztanleko,Plentzia,0.0
2023,,,Plentzia,10.000 biztanleko,Plentzia,4.4
2023,,,Portugalete,10.000 biztanleko,Portugalete,1.3
2020,,,Portugalete,10.000 biztanleko,Portugalete,2.9
2022,,,Portugalete,10.000 biztanleko,Portugalete,3.4
2021,,,Portugalete,10.000 biztanleko,Portugalete,3.0
2019,,,Portugalete,10.000 biztanleko,Portugalete,0.0
2023,,,Ribera Baja / Erriberabeitia,10.000 biztanleko,Ribera Baja / Erriberabeitia,0.0
2020,,,Ribera Baja / Erriberabeitia,10.000 biztanleko,Ribera Baja / Erriberabeitia,0.0
2019,,,Ribera Baja / Erriberabeitia,10.000 biztanleko,Ribera Baja / Erriberabeitia,0.0
2021,,,Ribera Baja / Erriberabeitia,10.000 biztanleko,Ribera Baja / Erriberabeitia,0.0
2022,,,Ribera Baja / Erriberabeitia,10.000 biztanleko,Ribera Baja / Erriberabeitia,0.0
2020,,,Samaniego,10.000 biztanleko,Samaniego,0.0
2023,,,Samaniego,10.000 biztanleko,Samaniego,0.0
2019,,,Samaniego,10.000 biztanleko,Samaniego,0.0
2021,,,Samaniego,10.000 biztanleko,Samaniego,0.0
2022,,,Samaniego,10.000 biztanleko,Samaniego,0.0
2021,,,San Millán / Donemiliaga,10.000 biztanleko,San Millán / Donemiliaga,60.6
2023,,,San Millán / Donemiliaga,10.000 biztanleko,San Millán / Donemiliaga,0.0
2020,,,San Millán / Donemiliaga,10.000 biztanleko,San Millán / Donemiliaga,0.0
2022,,,San Millán / Donemiliaga,10.000 biztanleko,San Millán / Donemiliaga,0.0
2019,,,San Millán / Donemiliaga,10.000 biztanleko,San Millán / Donemiliaga,0.0
2019,,,Santurtzi,10.000 biztanleko,Santurtzi,2.5
2023,,,Santurtzi,10.000 biztanleko,Santurtzi,5.0
2022,,,Santurtzi,10.000 biztanleko,Santurtzi,2.1
2021,,,Santurtzi,10.000 biztanleko,Santurtzi,4.2
2020,,,Santurtzi,10.000 biztanleko,Santurtzi,3.8
2022,,,Segura,10.000 biztanleko,Segura,0.0
2021,,,Segura,10.000 biztanleko,Segura,0.0
2023,,,Segura,10.000 biztanleko,Segura,0.0
2020,,,Segura,10.000 biztanleko,Segura,0.0
2019,,,Segura,10.000 biztanleko,Segura,0.0
2022,,,Sestao,10.000 biztanleko,Sestao,6.3
2020,,,Sestao,10.000 biztanleko,Sestao,0.7
2019,,,Sestao,10.000 biztanleko,Sestao,2.8
2023,,,Sestao,10.000 biztanleko,Sestao,2.1
2021,,,Sestao,10.000 biztanleko,Sestao,9.3
2021,,,Sondika,10.000 biztanleko,Sondika,4.3
2020,,,Sondika,10.000 biztanleko,Sondika,12.7
2023,,,Sondika,10.000 biztanleko,Sondika,12.7
2022,,,Sondika,10.000 biztanleko,Sondika,0.0
2019,,,Sondika,10.000 biztanleko,Sondika,0.0
2021,,,Sopela,10.000 biztanleko,Sopela,4.4
2020,,,Sopela,10.000 biztanleko,Sopela,4.5
2019,,,Sopela,10.000 biztanleko,Sopela,6.1
2023,,,Sopela,10.000 biztanleko,Sopela,2.9
2022,,,Sopela,10.000 biztanleko,Sopela,17.4
2019,,,Sopuerta,10.000 biztanleko,Sopuerta,0.0
2020,,,Sopuerta,10.000 biztanleko,Sopuerta,0.0
2023,,,Sopuerta,10.000 biztanleko,Sopuerta,0.0
2021,,,Sopuerta,10.000 biztanleko,Sopuerta,0.0
2022,,,Sopuerta,10.000 biztanleko,Sopuerta,7.3
2022,,,Soraluze-Placencia de las Armas,10.000 biztanleko,Soraluze-Placencia de las Armas,0.0
2020,,,Soraluze-Placencia de las Armas,10.000 biztanleko,Soraluze-Placencia de las Armas,5.2
2019,,,Soraluze-Placencia de las Armas,10.000 biztanleko,Soraluze-Placencia de las Armas,0.0
2021,,,Soraluze-Placencia de las Armas,10.000 biztanleko,Soraluze-Placencia de las Armas,5.3
2023,,,Soraluze-Placencia de las Armas,10.000 biztanleko,Soraluze-Placencia de las Armas,5.5
2021,,,Sukarrieta,10.000 biztanleko,Sukarrieta,0.0
2020,,,Sukarrieta,10.000 biztanleko,Sukarrieta,0.0
2019,,,Sukarrieta,10.000 biztanleko,Sukarrieta,0.0
2023,,,Sukarrieta,10.000 biztanleko,Sukarrieta,0.0
2022,,,Sukarrieta,10.000 biztanleko,Sukarrieta,0.0
2022,,,Tolosa,10.000 biztanleko,Tolosa,7.8
2021,,,Tolosa,10.000 biztanleko,Tolosa,3.0
2023,,,Tolosa,10.000 biztanleko,Tolosa,4.9
2019,,,Tolosa,10.000 biztanleko,Tolosa,3.0
2020,,,Tolosa,10.000 biztanleko,Tolosa,9.9
2022,,,Trucios-Turtzioz,10.000 biztanleko,Trucios-Turtzioz,0.0
2019,,,Trucios-Turtzioz,10.000 biztanleko,Trucios-Turtzioz,0.0
2023,,,Trucios-Turtzioz,10.000 biztanleko,Trucios-Turtzioz,0.0
2020,,,Trucios-Turtzioz,10.000 biztanleko,Trucios-Turtzioz,0.0
2021,,,Trucios-Turtzioz,10.000 biztanleko,Trucios-Turtzioz,0.0
2022,,,Ubide,10.000 biztanleko,Ubide,0.0
2021,,,Ubide,10.000 biztanleko,Ubide,0.0
2019,,,Ubide,10.000 biztanleko,Ubide,0.0
2020,,,Ubide,10.000 biztanleko,Ubide,0.0
2023,,,Ubide,10.000 biztanleko,Ubide,0.0
2022,,,Ugao-Miraballes,10.000 biztanleko,Ugao-Miraballes,19.7
2021,,,Ugao-Miraballes,10.000 biztanleko,Ugao-Miraballes,0.0
2020,,,Ugao-Miraballes,10.000 biztanleko,Ugao-Miraballes,4.9
2019,,,Ugao-Miraballes,10.000 biztanleko,Ugao-Miraballes,0.0
2023,,,Ugao-Miraballes,10.000 biztanleko,Ugao-Miraballes,14.7
2021,,,Urduliz,10.000 biztanleko,Urduliz,0.0
2020,,,Urduliz,10.000 biztanleko,Urduliz,0.0
2019,,,Urduliz,10.000 biztanleko,Urduliz,0.0
2023,,,Urduliz,10.000 biztanleko,Urduliz,0.0
2022,,,Urduliz,10.000 biztanleko,Urduliz,0.0
2023,,,Urduña / Orduña,10.000 biztanleko,Urduña / Orduña,25.2
2020,,,Urduña / Orduña,10.000 biztanleko,Urduña / Orduña,5.0
2019,,,Urduña / Orduña,10.000 biztanleko,Urduña / Orduña,0.0
2021,,,Urduña / Orduña,10.000 biztanleko,Urduña / Orduña,0.0
2022,,,Urduña / Orduña,10.000 biztanleko,Urduña / Orduña,5.0
2021,,,Urkabustaiz,10.000 biztanleko,Urkabustaiz,0.0
2023,,,Urkabustaiz,10.000 biztanleko,Urkabustaiz,0.0
2022,,,Urkabustaiz,10.000 biztanleko,Urkabustaiz,0.0
2019,,,Urkabustaiz,10.000 biztanleko,Urkabustaiz,0.0
2020,,,Urkabustaiz,10.000 biztanleko,Urkabustaiz,0.0
2019,,,Urnieta,10.000 biztanleko,Urnieta,6.4
2021,,,Urnieta,10.000 biztanleko,Urnieta,0.0
2022,,,Urnieta,10.000 biztanleko,Urnieta,0.0
2020,,,Urnieta,10.000 biztanleko,Urnieta,0.0
2023,,,Urnieta,10.000 biztanleko,Urnieta,3.2
2023,,,Urretxu,10.000 biztanleko,Urretxu,0.0
2019,,,Urretxu,10.000 biztanleko,Urretxu,0.0
2020,,,Urretxu,10.000 biztanleko,Urretxu,0.0
2022,,,Urretxu,10.000 biztanleko,Urretxu,0.0
2021,,,Urretxu,10.000 biztanleko,Urretxu,3.0
2022,,,Usurbil,10.000 biztanleko,Usurbil,0.0
2019,,,Usurbil,10.000 biztanleko,Usurbil,3.2
2021,,,Usurbil,10.000 biztanleko,Usurbil,0.0
2020,,,Usurbil,10.000 biztanleko,Usurbil,3.2
2023,,,Usurbil,10.000 biztanleko,Usurbil,9.4
2019,,,Valdegovía / Gaubea,10.000 biztanleko,Valdegovía / Gaubea,0.0
2021,,,Valdegovía / Gaubea,10.000 biztanleko,Valdegovía / Gaubea,0.0
2020,,,Valdegovía / Gaubea,10.000 biztanleko,Valdegovía / Gaubea,0.0
2022,,,Valdegovía / Gaubea,10.000 biztanleko,Valdegovía / Gaubea,0.0
2023,,,Valdegovía / Gaubea,10.000 biztanleko,Valdegovía / Gaubea,0.0
2022,,,Valle de Trápaga-Trapagaran,10.000 biztanleko,Valle de Trápaga-Trapagaran,4.9
2021,,,Valle de Trápaga-Trapagaran,10.000 biztanleko,Valle de Trápaga-Trapagaran,4.9
2020,,,Valle de Trápaga-Trapagaran,10.000 biztanleko,Valle de Trápaga-Trapagaran,6.5
2019,,,Valle de Trápaga-Trapagaran,10.000 biztanleko,Valle de Trápaga-Trapagaran,3.2
2023,,,Valle de Trápaga-Trapagaran,10.000 biztanleko,Valle de Trápaga-Trapagaran,4.9
2021,,,Villabona,10.000 biztanleko,Villabona,3.4
2020,,,Villabona,10.000 biztanleko,Villabona,0.0
2022,,,Villabona,10.000 biztanleko,Villabona,0.0
2023,,,Villabona,10.000 biztanleko,Villabona,0.0
2019,,,Villabona,10.000 biztanleko,Villabona,0.0
2022,,,Villabuena de Álava / Eskuernaga,10.000 biztanleko,Villabuena de Álava / Eskuernaga,0.0
2021,,,Villabuena de Álava / Eskuernaga,10.000 biztanleko,Villabuena de Álava / Eskuernaga,0.0
2019,,,Villabuena de Álava / Eskuernaga,10.000 biztanleko,Villabuena de Álava / Eskuernaga,0.0
2023,,,Villabuena de Álava / Eskuernaga,10.000 biztanleko,Villabuena de Álava / Eskuernaga,0.0
2020,,,Villabuena de Álava / Eskuernaga,10.000 biztanleko,Villabuena de Álava / Eskuernaga,0.0
2019,,,Vitoria-Gasteiz,10.000 biztanleko,Vitoria-Gasteiz,3.3
2021,,,Vitoria-Gasteiz,10.000 biztanleko,Vitoria-Gasteiz,3.2
2020,,,Vitoria-Gasteiz,10.000 biztanleko,Vitoria-Gasteiz,3.8
2022,,,Vitoria-Gasteiz,10.000 biztanleko,Vitoria-Gasteiz,5.0
2023,,,Vitoria-Gasteiz,10.000 biztanleko,Vitoria-Gasteiz,5.8
2022,,,Yécora / Iekora,10.000 biztanleko,Yécora / Iekora,0.0
2020,,,Yécora / Iekora,10.000 biztanleko,Yécora / Iekora,0.0
2023,,,Yécora / Iekora,10.000 biztanleko,Yécora / Iekora,0.0
2019,,,Yécora / Iekora,10.000 biztanleko,Yécora / Iekora,0.0
2021,,,Yécora / Iekora,10.000 biztanleko,Yécora / Iekora,0.0
2019,,,Zaldibar,10.000 biztanleko,Zaldibar,0.0
2023,,,Zaldibar,10.000 biztanleko,Zaldibar,6.7
2022,,,Zaldibar,10.000 biztanleko,Zaldibar,6.7
2021,,,Zaldibar,10.000 biztanleko,Zaldibar,0.0
2020,,,Zaldibar,10.000 biztanleko,Zaldibar,13.2
2022,,,Zaldibia,10.000 biztanleko,Zaldibia,0.0
2019,,,Zaldibia,10.000 biztanleko,Zaldibia,0.0
2021,,,Zaldibia,10.000 biztanleko,Zaldibia,0.0
2023,,,Zaldibia,10.000 biztanleko,Zaldibia,0.0
2020,,,Zaldibia,10.000 biztanleko,Zaldibia,0.0
2020,,,Zalduondo,10.000 biztanleko,Zalduondo,0.0
2021,,,Zalduondo,10.000 biztanleko,Zalduondo,0.0
2023,,,Zalduondo,10.000 biztanleko,Zalduondo,0.0
2022,,,Zalduondo,10.000 biztanleko,Zalduondo,0.0
2019,,,Zalduondo,10.000 biztanleko,Zalduondo,0.0
2022,,,Zalla,10.000 biztanleko,Zalla,2.4
2021,,,Zalla,10.000 biztanleko,Zalla,4.7
2020,,,Zalla,10.000 biztanleko,Zalla,2.3
2019,,,Zalla,10.000 biztanleko,Zalla,9.3
2023,,,Zalla,10.000 biztanleko,Zalla,7.1
2019,,,Zambrana,10.000 biztanleko,Zambrana,0.0
2020,,,Zambrana,10.000 biztanleko,Zambrana,0.0
2022,,,Zambrana,10.000 biztanleko,Zambrana,0.0
2021,,,Zambrana,10.000 biztanleko,Zambrana,0.0
2023,,,Zambrana,10.000 biztanleko,Zambrana,0.0
2019,,,Zamudio,10.000 biztanleko,Zamudio,18.1
2023,,,Zamudio,10.000 biztanleko,Zamudio,12.4
2021,,,Zamudio,10.000 biztanleko,Zamudio,18.6
2022,,,Zamudio,10.000 biztanleko,Zamudio,18.6
2020,,,Zamudio,10.000 biztanleko,Zamudio,18.3
2020,,,Zaratamo,10.000 biztanleko,Zaratamo,0.0
2021,,,Zaratamo,10.000 biztanleko,Zaratamo,0.0
2019,,,Zaratamo,10.000 biztanleko,Zaratamo,0.0
2023,,,Zaratamo,10.000 biztanleko,Zaratamo,0.0
2022,,,Zaratamo,10.000 biztanleko,Zaratamo,0.0
2021,,,Zarautz,10.000 biztanleko,Zarautz,5.0
2019,,,Zarautz,10.000 biztanleko,Zarautz,4.2
2023,,,Zarautz,10.000 biztanleko,Zarautz,4.2
2020,,,Zarautz,10.000 biztanleko,Zarautz,2.5
2022,,,Zarautz,10.000 biztanleko,Zarautz,3.4
2023,,,Zeanuri,10.000 biztanleko,Zeanuri,0.0
2019,,,Zeanuri,10.000 biztanleko,Zeanuri,16.6
2021,,,Zeanuri,10.000 biztanleko,Zeanuri,16.0
2020,,,Zeanuri,10.000 biztanleko,Zeanuri,0.0
2022,,,Zeanuri,10.000 biztanleko,Zeanuri,0.0
2020,,,Zeberio,10.000 biztanleko,Zeberio,0.0
2022,,,Zeberio,10.000 biztanleko,Zeberio,0.0
2019,,,Zeberio,10.000 biztanleko,Zeberio,0.0
2021,,,Zeberio,10.000 biztanleko,Zeberio,0.0
2023,,,Zeberio,10.000 biztanleko,Zeberio,0.0
2023,,,Zegama,10.000 biztanleko,Zegama,27.1
2019,,,Zegama,10.000 biztanleko,Zegama,0.0
2021,,,Zegama,10.000 biztanleko,Zegama,0.0
2022,,,Zegama,10.000 biztanleko,Zegama,0.0
2020,,,Zegama,10.000 biztanleko,Zegama,0.0
2021,,,Zerain,10.000 biztanleko,Zerain,0.0
2022,,,Zerain,10.000 biztanleko,Zerain,0.0
2020,,,Zerain,10.000 biztanleko,Zerain,0.0
2019,,,Zerain,10.000 biztanleko,Zerain,0.0
2023,,,Zerain,10.000 biztanleko,Zerain,0.0
2021,,,Zestoa,10.000 biztanleko,Zestoa,0.0
2020,,,Zestoa,10.000 biztanleko,Zestoa,5.5
2019,,,Zestoa,10.000 biztanleko,Zestoa,0.0
2023,,,Zestoa,10.000 biztanleko,Zestoa,0.0
2022,,,Zestoa,10.000 biztanleko,Zestoa,0.0
2019,,,Zierbena,10.000 biztanleko,Zierbena,0.0
2023,,,Zierbena,10.000 biztanleko,Zierbena,0.0
2022,,,Zierbena,10.000 biztanleko,Zierbena,0.0
2021,,,Zierbena,10.000 biztanleko,Zierbena,0.0
2020,,,Zierbena,10.000 biztanleko,Zierbena,0.0
2020,,,Zigoitia,10.000 biztanleko,Zigoitia,12.3
2021,,,Zigoitia,10.000 biztanleko,Zigoitia,0.0
2019,,,Zigoitia,10.000 biztanleko,Zigoitia,12.7
2022,,,Zigoitia,10.000 biztanleko,Zigoitia,0.0
2023,,,Zigoitia,10.000 biztanleko,Zigoitia,0.0
2021,,,Ziortza-Bolibar,10.000 biztanleko,Ziortza-Bolibar,0.0
2023,,,Ziortza-Bolibar,10.000 biztanleko,Ziortza-Bolibar,0.0
2022,,,Ziortza-Bolibar,10.000 biztanleko,Ziortza-Bolibar,0.0
2020,,,Ziortza-Bolibar,10.000 biztanleko,Ziortza-Bolibar,0.0
2019,,,Ziortza-Bolibar,10.000 biztanleko,Ziortza-Bolibar,0.0
2022,,,Zizurkil,10.000 biztanleko,Zizurkil,13.9
2021,,,Zizurkil,10.000 biztanleko,Zizurkil,6.9
2019,,,Zizurkil,10.000 biztanleko,Zizurkil,0.0
2020,,,Zizurkil,10.000 biztanleko,Zizurkil,13.5
2023,,,Zizurkil,10.000 biztanleko,Zizurkil,0.0
2020,,,Zuia,10.000 biztanleko,Zuia,0.0
2022,,,Zuia,10.000 biztanleko,Zuia,0.0
2021,,,Zuia,10.000 biztanleko,Zuia,0.0
2023,,,Zuia,10.000 biztanleko,Zuia,0.0
