Year,Series,Edad,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2022,Tasa de ocupación,16 años y más,Mujer,,,,Ortuella,%,Ortuella,44.5
2015,Tasa de ocupación,16 años y más,Mujer,,,,Ortuella,%,Ortuella,41.9
2019,Tasa de ocupación,16 años y más,Mujer,,,,Ortuella,%,Ortuella,43.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Ortuella,%,Ortuella,44.5
2010,Tasa de ocupación,16 años y más,Mujer,,,,Ortuella,%,Ortuella,42.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Ortuella,%,Ortuella,41.6
2018,Tasa de ocupación,16 años y más,Mujer,,,,Ortuella,%,Ortuella,43.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Ortuella,%,Ortuella,42.9
2015,Tasa de ocupación,16 años y más,Mujer,,,,Otxandio,%,Otxandio,51.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Otxandio,%,Otxandio,50.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Otxandio,%,Otxandio,47.1
2016,Tasa de ocupación,16 años y más,Mujer,,,,Otxandio,%,Otxandio,49.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Otxandio,%,Otxandio,47.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Otxandio,%,Otxandio,51.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Otxandio,%,Otxandio,49.6
2022,Tasa de ocupación,16 años y más,Mujer,,,,Otxandio,%,Otxandio,48.3
2019,Tasa de ocupación,16 años y más,Mujer,,,,Otxandio,%,Otxandio,48.7
2022,Tasa de ocupación,16 años y más,Mujer,,,,Oyón-Oion,%,Oyón-Oion,43.0
2016,Tasa de ocupación,16 años y más,Mujer,,,,Oyón-Oion,%,Oyón-Oion,37.1
2021,Tasa de ocupación,16 años y más,Mujer,,,,Oyón-Oion,%,Oyón-Oion,42.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Oyón-Oion,%,Oyón-Oion,39.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Oyón-Oion,%,Oyón-Oion,41.2
2019,Tasa de ocupación,16 años y más,Mujer,,,,Oyón-Oion,%,Oyón-Oion,38.1
2018,Tasa de ocupación,16 años y más,Mujer,,,,Oyón-Oion,%,Oyón-Oion,39.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Oyón-Oion,%,Oyón-Oion,37.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Oyón-Oion,%,Oyón-Oion,45.1
2023,Tasa de ocupación,16 años y más,Mujer,,,,Pasaia,%,Pasaia,51.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Pasaia,%,Pasaia,48.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,Pasaia,%,Pasaia,44.2
2022,Tasa de ocupación,16 años y más,Mujer,,,,Pasaia,%,Pasaia,50.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Pasaia,%,Pasaia,46.2
2021,Tasa de ocupación,16 años y más,Mujer,,,,Pasaia,%,Pasaia,47.1
2019,Tasa de ocupación,16 años y más,Mujer,,,,Pasaia,%,Pasaia,47.6
2016,Tasa de ocupación,16 años y más,Mujer,,,,Pasaia,%,Pasaia,44.1
2010,Tasa de ocupación,16 años y más,Mujer,,,,Pasaia,%,Pasaia,43.2
2019,Tasa de ocupación,16 años y más,Mujer,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,54.1
2016,Tasa de ocupación,16 años y más,Mujer,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,53.4
2018,Tasa de ocupación,16 años y más,Mujer,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,55.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,42.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,58.5
2023,Tasa de ocupación,16 años y más,Mujer,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,52.9
2022,Tasa de ocupación,16 años y más,Mujer,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,57.9
2020,Tasa de ocupación,16 años y más,Mujer,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,58.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,51.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Plentzia,%,Plentzia,48.6
2010,Tasa de ocupación,16 años y más,Mujer,,,,Plentzia,%,Plentzia,47.4
2016,Tasa de ocupación,16 años y más,Mujer,,,,Plentzia,%,Plentzia,47.1
2023,Tasa de ocupación,16 años y más,Mujer,,,,Plentzia,%,Plentzia,51.2
2022,Tasa de ocupación,16 años y más,Mujer,,,,Plentzia,%,Plentzia,49.8
2019,Tasa de ocupación,16 años y más,Mujer,,,,Plentzia,%,Plentzia,49.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Plentzia,%,Plentzia,49.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Plentzia,%,Plentzia,47.2
2020,Tasa de ocupación,16 años y más,Mujer,,,,Plentzia,%,Plentzia,49.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Portugalete,%,Portugalete,41.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Portugalete,%,Portugalete,40.8
2021,Tasa de ocupación,16 años y más,Mujer,,,,Portugalete,%,Portugalete,40.8
2018,Tasa de ocupación,16 años y más,Mujer,,,,Portugalete,%,Portugalete,40.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Portugalete,%,Portugalete,42.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Portugalete,%,Portugalete,38.8
2015,Tasa de ocupación,16 años y más,Mujer,,,,Portugalete,%,Portugalete,39.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Portugalete,%,Portugalete,42.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Portugalete,%,Portugalete,39.3
2010,Tasa de ocupación,16 años y más,Mujer,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,49.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,42.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,47.7
2020,Tasa de ocupación,16 años y más,Mujer,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,50.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,42.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,49.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,50.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,52.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,42.9
2015,Tasa de ocupación,16 años y más,Mujer,,,,Samaniego,%,Samaniego,48.2
2019,Tasa de ocupación,16 años y más,Mujer,,,,Samaniego,%,Samaniego,39.0
2022,Tasa de ocupación,16 años y más,Mujer,,,,Samaniego,%,Samaniego,38.2
2021,Tasa de ocupación,16 años y más,Mujer,,,,Samaniego,%,Samaniego,40.3
2010,Tasa de ocupación,16 años y más,Mujer,,,,Samaniego,%,Samaniego,46.5
2018,Tasa de ocupación,16 años y más,Mujer,,,,Samaniego,%,Samaniego,45.4
2023,Tasa de ocupación,16 años y más,Mujer,,,,Samaniego,%,Samaniego,42.9
2020,Tasa de ocupación,16 años y más,Mujer,,,,Samaniego,%,Samaniego,37.6
2016,Tasa de ocupación,16 años y más,Mujer,,,,Samaniego,%,Samaniego,46.2
2023,Tasa de ocupación,16 años y más,Mujer,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,53.5
2021,Tasa de ocupación,16 años y más,Mujer,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,52.9
2018,Tasa de ocupación,16 años y más,Mujer,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,53.6
2022,Tasa de ocupación,16 años y más,Mujer,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,52.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,52.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,50.7
2019,Tasa de ocupación,16 años y más,Mujer,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,53.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,52.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,49.8
2016,Tasa de ocupación,16 años y más,Mujer,,,,Santurtzi,%,Santurtzi,39.8
2015,Tasa de ocupación,16 años y más,Mujer,,,,Santurtzi,%,Santurtzi,40.3
2018,Tasa de ocupación,16 años y más,Mujer,,,,Santurtzi,%,Santurtzi,41.4
2020,Tasa de ocupación,16 años y más,Mujer,,,,Santurtzi,%,Santurtzi,43.1
2023,Tasa de ocupación,16 años y más,Mujer,,,,Santurtzi,%,Santurtzi,45.4
2010,Tasa de ocupación,16 años y más,Mujer,,,,Santurtzi,%,Santurtzi,40.8
2021,Tasa de ocupación,16 años y más,Mujer,,,,Santurtzi,%,Santurtzi,42.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Santurtzi,%,Santurtzi,43.8
2019,Tasa de ocupación,16 años y más,Mujer,,,,Santurtzi,%,Santurtzi,42.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Segura,%,Segura,55.3
2010,Tasa de ocupación,16 años y más,Mujer,,,,Segura,%,Segura,47.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Segura,%,Segura,50.9
2020,Tasa de ocupación,16 años y más,Mujer,,,,Segura,%,Segura,53.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,Segura,%,Segura,51.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Segura,%,Segura,56.8
2019,Tasa de ocupación,16 años y más,Mujer,,,,Segura,%,Segura,53.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Segura,%,Segura,56.2
2018,Tasa de ocupación,16 años y más,Mujer,,,,Segura,%,Segura,52.2
2016,Tasa de ocupación,16 años y más,Mujer,,,,Sestao,%,Sestao,37.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Sestao,%,Sestao,41.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Sestao,%,Sestao,42.6
2021,Tasa de ocupación,16 años y más,Mujer,,,,Sestao,%,Sestao,40.5
2023,Tasa de ocupación,16 años y más,Mujer,,,,Sestao,%,Sestao,43.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,Sestao,%,Sestao,38.3
2010,Tasa de ocupación,16 años y más,Mujer,,,,Sestao,%,Sestao,37.9
2019,Tasa de ocupación,16 años y más,Mujer,,,,Sestao,%,Sestao,39.9
2018,Tasa de ocupación,16 años y más,Mujer,,,,Sestao,%,Sestao,39.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Sondika,%,Sondika,47.9
2010,Tasa de ocupación,16 años y más,Mujer,,,,Sondika,%,Sondika,45.7
2022,Tasa de ocupación,16 años y más,Mujer,,,,Sondika,%,Sondika,49.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Sondika,%,Sondika,48.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Sondika,%,Sondika,45.6
2018,Tasa de ocupación,16 años y más,Mujer,,,,Sondika,%,Sondika,47.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,Sondika,%,Sondika,45.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Sondika,%,Sondika,51.0
2020,Tasa de ocupación,16 años y más,Mujer,,,,Sondika,%,Sondika,49.3
2016,Tasa de ocupación,16 años y más,Mujer,,,,Sopela,%,Sopela,52.9
2020,Tasa de ocupación,16 años y más,Mujer,,,,Sopela,%,Sopela,55.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,Sopela,%,Sopela,52.3
2018,Tasa de ocupación,16 años y más,Mujer,,,,Sopela,%,Sopela,54.1
2019,Tasa de ocupación,16 años y más,Mujer,,,,Sopela,%,Sopela,54.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Sopela,%,Sopela,53.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Sopela,%,Sopela,55.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Sopela,%,Sopela,56.8
2010,Tasa de ocupación,16 años y más,Mujer,,,,Sopela,%,Sopela,51.8
2020,Tasa de ocupación,16 años y más,Mujer,,,,Sopuerta,%,Sopuerta,47.6
2018,Tasa de ocupación,16 años y más,Mujer,,,,Sopuerta,%,Sopuerta,45.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Sopuerta,%,Sopuerta,40.6
2010,Tasa de ocupación,16 años y más,Mujer,,,,Sopuerta,%,Sopuerta,41.2
2023,Tasa de ocupación,16 años y más,Mujer,,,,Sopuerta,%,Sopuerta,49.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Sopuerta,%,Sopuerta,45.2
2022,Tasa de ocupación,16 años y más,Mujer,,,,Sopuerta,%,Sopuerta,48.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Sopuerta,%,Sopuerta,47.2
2016,Tasa de ocupación,16 años y más,Mujer,,,,Sopuerta,%,Sopuerta,42.7
2018,Tasa de ocupación,16 años y más,Mujer,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,42.0
2016,Tasa de ocupación,16 años y más,Mujer,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,39.5
2022,Tasa de ocupación,16 años y más,Mujer,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,42.0
2015,Tasa de ocupación,16 años y más,Mujer,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,41.0
2023,Tasa de ocupación,16 años y más,Mujer,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,44.2
2021,Tasa de ocupación,16 años y más,Mujer,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,41.7
2019,Tasa de ocupación,16 años y más,Mujer,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,42.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,42.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,43.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Sukarrieta,%,Sukarrieta,44.9
2020,Tasa de ocupación,16 años y más,Mujer,,,,Sukarrieta,%,Sukarrieta,40.5
2015,Tasa de ocupación,16 años y más,Mujer,,,,Sukarrieta,%,Sukarrieta,46.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Sukarrieta,%,Sukarrieta,41.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Sukarrieta,%,Sukarrieta,41.2
2018,Tasa de ocupación,16 años y más,Mujer,,,,Sukarrieta,%,Sukarrieta,47.3
2019,Tasa de ocupación,16 años y más,Mujer,,,,Sukarrieta,%,Sukarrieta,38.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Sukarrieta,%,Sukarrieta,46.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Sukarrieta,%,Sukarrieta,46.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Tolosa,%,Tolosa,45.2
2022,Tasa de ocupación,16 años y más,Mujer,,,,Tolosa,%,Tolosa,50.2
2019,Tasa de ocupación,16 años y más,Mujer,,,,Tolosa,%,Tolosa,49.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Tolosa,%,Tolosa,47.5
2023,Tasa de ocupación,16 años y más,Mujer,,,,Tolosa,%,Tolosa,50.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Tolosa,%,Tolosa,48.8
2016,Tasa de ocupación,16 años y más,Mujer,,,,Tolosa,%,Tolosa,46.7
2020,Tasa de ocupación,16 años y más,Mujer,,,,Tolosa,%,Tolosa,49.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Tolosa,%,Tolosa,46.4
2018,Tasa de ocupación,16 años y más,Mujer,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,33.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,36.2
2019,Tasa de ocupación,16 años y más,Mujer,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,36.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,41.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,35.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,41.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,36.9
2015,Tasa de ocupación,16 años y más,Mujer,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,41.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,36.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Ubide,%,Ubide,46.5
2021,Tasa de ocupación,16 años y más,Mujer,,,,Ubide,%,Ubide,48.5
2010,Tasa de ocupación,16 años y más,Mujer,,,,Ubide,%,Ubide,46.9
2018,Tasa de ocupación,16 años y más,Mujer,,,,Ubide,%,Ubide,43.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Ubide,%,Ubide,54.4
2023,Tasa de ocupación,16 años y más,Mujer,,,,Ubide,%,Ubide,57.3
2019,Tasa de ocupación,16 años y más,Mujer,,,,Ubide,%,Ubide,47.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Ubide,%,Ubide,48.6
2015,Tasa de ocupación,16 años y más,Mujer,,,,Ubide,%,Ubide,44.2
2020,Tasa de ocupación,16 años y más,Mujer,,,,Ugao-Miraballes,%,Ugao-Miraballes,49.0
2015,Tasa de ocupación,16 años y más,Mujer,,,,Ugao-Miraballes,%,Ugao-Miraballes,47.0
2022,Tasa de ocupación,16 años y más,Mujer,,,,Ugao-Miraballes,%,Ugao-Miraballes,48.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Ugao-Miraballes,%,Ugao-Miraballes,48.2
2023,Tasa de ocupación,16 años y más,Mujer,,,,Ugao-Miraballes,%,Ugao-Miraballes,49.2
2019,Tasa de ocupación,16 años y más,Mujer,,,,Ugao-Miraballes,%,Ugao-Miraballes,48.3
2018,Tasa de ocupación,16 años y más,Mujer,,,,Ugao-Miraballes,%,Ugao-Miraballes,47.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Ugao-Miraballes,%,Ugao-Miraballes,43.6
2016,Tasa de ocupación,16 años y más,Mujer,,,,Ugao-Miraballes,%,Ugao-Miraballes,45.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Urduliz,%,Urduliz,54.3
2010,Tasa de ocupación,16 años y más,Mujer,,,,Urduliz,%,Urduliz,48.1
2023,Tasa de ocupación,16 años y más,Mujer,,,,Urduliz,%,Urduliz,58.6
2018,Tasa de ocupación,16 años y más,Mujer,,,,Urduliz,%,Urduliz,53.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Urduliz,%,Urduliz,55.6
2022,Tasa de ocupación,16 años y más,Mujer,,,,Urduliz,%,Urduliz,57.7
2019,Tasa de ocupación,16 años y más,Mujer,,,,Urduliz,%,Urduliz,54.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Urduliz,%,Urduliz,51.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Urduliz,%,Urduliz,52.2
2022,Tasa de ocupación,16 años y más,Mujer,,,,Urduña/Orduña,%,Urduña/Orduña,44.1
2010,Tasa de ocupación,16 años y más,Mujer,,,,Urduña/Orduña,%,Urduña/Orduña,43.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Urduña/Orduña,%,Urduña/Orduña,42.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Urduña/Orduña,%,Urduña/Orduña,44.5
2018,Tasa de ocupación,16 años y más,Mujer,,,,Urduña/Orduña,%,Urduña/Orduña,41.7
2015,Tasa de ocupación,16 años y más,Mujer,,,,Urduña/Orduña,%,Urduña/Orduña,42.0
2020,Tasa de ocupación,16 años y más,Mujer,,,,Urduña/Orduña,%,Urduña/Orduña,44.3
2016,Tasa de ocupación,16 años y más,Mujer,,,,Urduña/Orduña,%,Urduña/Orduña,40.5
2021,Tasa de ocupación,16 años y más,Mujer,,,,Urduña/Orduña,%,Urduña/Orduña,43.1
2021,Tasa de ocupación,16 años y más,Mujer,,,,Urkabustaiz,%,Urkabustaiz,57.6
2010,Tasa de ocupación,16 años y más,Mujer,,,,Urkabustaiz,%,Urkabustaiz,53.1
2018,Tasa de ocupación,16 años y más,Mujer,,,,Urkabustaiz,%,Urkabustaiz,56.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Urkabustaiz,%,Urkabustaiz,59.9
2015,Tasa de ocupación,16 años y más,Mujer,,,,Urkabustaiz,%,Urkabustaiz,57.3
2019,Tasa de ocupación,16 años y más,Mujer,,,,Urkabustaiz,%,Urkabustaiz,57.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Urkabustaiz,%,Urkabustaiz,56.4
2020,Tasa de ocupación,16 años y más,Mujer,,,,Urkabustaiz,%,Urkabustaiz,58.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Urkabustaiz,%,Urkabustaiz,59.9
2015,Tasa de ocupación,16 años y más,Mujer,,,,Urnieta,%,Urnieta,50.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Urnieta,%,Urnieta,51.3
2019,Tasa de ocupación,16 años y más,Mujer,,,,Urnieta,%,Urnieta,52.7
2022,Tasa de ocupación,16 años y más,Mujer,,,,Urnieta,%,Urnieta,54.4
2020,Tasa de ocupación,16 años y más,Mujer,,,,Urnieta,%,Urnieta,53.0
2016,Tasa de ocupación,16 años y más,Mujer,,,,Urnieta,%,Urnieta,50.8
2021,Tasa de ocupación,16 años y más,Mujer,,,,Urnieta,%,Urnieta,52.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Urnieta,%,Urnieta,54.5
2018,Tasa de ocupación,16 años y más,Mujer,,,,Urnieta,%,Urnieta,52.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Urretxu,%,Urretxu,43.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Urretxu,%,Urretxu,46.8
2016,Tasa de ocupación,16 años y más,Mujer,,,,Urretxu,%,Urretxu,44.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Urretxu,%,Urretxu,43.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Urretxu,%,Urretxu,49.6
2019,Tasa de ocupación,16 años y más,Mujer,,,,Urretxu,%,Urretxu,46.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Urretxu,%,Urretxu,48.7
2018,Tasa de ocupación,16 años y más,Mujer,,,,Urretxu,%,Urretxu,45.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Urretxu,%,Urretxu,47.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Usurbil,%,Usurbil,52.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Usurbil,%,Usurbil,50.8
2021,Tasa de ocupación,16 años y más,Mujer,,,,Usurbil,%,Usurbil,51.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Usurbil,%,Usurbil,53.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Usurbil,%,Usurbil,51.8
2018,Tasa de ocupación,16 años y más,Mujer,,,,Usurbil,%,Usurbil,52.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Usurbil,%,Usurbil,52.2
2023,Tasa de ocupación,16 años y más,Mujer,,,,Usurbil,%,Usurbil,55.2
2016,Tasa de ocupación,16 años y más,Mujer,,,,Usurbil,%,Usurbil,50.8
2010,Tasa de ocupación,16 años y más,Mujer,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,42.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,44.6
2015,Tasa de ocupación,16 años y más,Mujer,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,47.0
2020,Tasa de ocupación,16 años y más,Mujer,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,43.3
2018,Tasa de ocupación,16 años y más,Mujer,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,44.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,43.0
2023,Tasa de ocupación,16 años y más,Mujer,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,46.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,41.6
2022,Tasa de ocupación,16 años y más,Mujer,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,44.8
2020,Tasa de ocupación,16 años y más,Mujer,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,44.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,41.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,43.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,45.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,46.0
2016,Tasa de ocupación,16 años y más,Mujer,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,40.8
2010,Tasa de ocupación,16 años y más,Mujer,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,41.4
2018,Tasa de ocupación,16 años y más,Mujer,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,42.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,44.2
2022,Tasa de ocupación,16 años y más,Mujer,,,,Villabona,%,Villabona,48.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Villabona,%,Villabona,47.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,Villabona,%,Villabona,45.8
2019,Tasa de ocupación,16 años y más,Mujer,,,,Villabona,%,Villabona,47.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Villabona,%,Villabona,45.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Villabona,%,Villabona,49.2
2018,Tasa de ocupación,16 años y más,Mujer,,,,Villabona,%,Villabona,46.1
2010,Tasa de ocupación,16 años y más,Mujer,,,,Villabona,%,Villabona,46.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Villabona,%,Villabona,49.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,38.6
