Year,Series,Sexo,Edad,Territorio histórico,Units,Value
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,20.1
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,21.8
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,23.0
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Bizkaia,%,22.8
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,22.2
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,19.5
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,18.1
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,22.1
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,17.1
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,13.4
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,13.7
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,13.4
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,17.2
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,24.1
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,19.7
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,19.8
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,23.8
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,19.6
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,15-64 años,Gipuzkoa,%,21.6
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,13.9
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,11.8
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,3.1
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,9.6
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,11.0
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,8.8
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,11.3
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,3.1
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,8.4
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,10.0
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,12.5
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,2.5
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,12.3
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,9.5
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,,%,7.8
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,14.5
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,10.0
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,2.4
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,14.3
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,1.9
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,14.9
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,2.3
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,9.8
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,8.2
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,14.6
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,12.1
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,8.4
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,10.0
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,12.3
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Araba/Álava,%,12.0
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,8.0
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,10.4
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,2.7
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,2.4
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,8.4
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,11.6
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,13.0
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,9.9
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,9.0
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,10.4
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,10.0
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,11.8
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,12.2
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,12.4
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Bizkaia,%,1.7
2017,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,7.4
2013,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,8.9
2011,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,4.6
2010,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,3.7
2012,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,4.2
2015,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,15.0
2014,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,10.5
2021,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,10.3
2016,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,12.8
2019,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,8.7
2018,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,7.4
2020,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,7.9
2023,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,10.7
2022,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,9.0
2024,Tasa de participación en la enseñanza y formación académica y no académica en las últimas 4 semanas,Hombre,25-64 años,Gipuzkoa,%,11.4
