Year,Series,NCD,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,EU_SH_DTH_NCOM,,,,,ES20026,PER_100000_POP,ES20026,1941.7
2013,EU_SH_DTH_NCOM,,,,,ES20026,PER_100000_POP,ES20026,1132.1
2011,EU_SH_DTH_NCOM,,,,,ES20026,PER_100000_POP,ES20026,386.8
2014,EU_SH_DTH_NCOM,,,,,ES20026,PER_100000_POP,ES20026,766.3
2016,EU_SH_DTH_NCOM,,,,,ES20026,PER_100000_POP,ES20026,776.7
2012,EU_SH_DTH_NCOM,,,,,ES20026,PER_100000_POP,ES20026,1136.4
2024,EU_SH_DTH_NCOM,,,,,ES20026,PER_100000_POP,ES20026,355.9
2021,EU_SH_DTH_NCOM,,,,,ES20026,PER_100000_POP,ES20026,1805.1
2015,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,697.5
2024,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,522.9
2014,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,704.7
2018,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,651.1
2022,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,831.1
2020,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,625.4
2016,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,687.4
2010,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,558.8
2013,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,846.3
2021,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,558.5
2012,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,409.9
2017,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,703.9
2019,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,621.2
2023,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,607.0
2011,EU_SH_DTH_NCOM,,,,,ES20027,PER_100000_POP,ES20027,493.5
2021,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,665.8
2017,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,534.8
2015,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,1068.8
2020,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,328.8
2016,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,735.5
2010,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,994.3
2013,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,402.1
2024,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,739.2
2019,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,662.9
2011,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,965.9
2014,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,466.5
2023,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,602.4
2022,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,539.8
2018,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,535.5
2012,EU_SH_DTH_NCOM,,,,,ES48913,PER_100000_POP,ES48913,746.3
2014,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,337.8
2016,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,343.7
2021,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,490.9
2017,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,522.0
2024,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,644.8
2022,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,382.9
2010,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,290.4
2011,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,284.9
2020,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,396.2
2018,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,524.6
2015,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,507.3
2019,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,643.5
2023,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,811.2
2013,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,789.0
2012,EU_SH_DTH_NCOM,,,,,ES01018,PER_100000_POP,ES01018,338.2
2023,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,235.8
2011,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,897.9
2020,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,924.9
2019,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,898.9
2016,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,1078.7
2022,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,1213.6
2014,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,863.0
2018,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,872.4
2010,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,907.0
2012,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,1318.7
2017,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,643.8
2013,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,1081.1
2024,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,469.5
2015,EU_SH_DTH_NCOM,,,,,ES48915,PER_100000_POP,ES48915,864.9
2016,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,506.2
2021,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,718.4
2017,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,500.8
2023,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,622.8
2019,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,791.6
2014,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,645.7
2013,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,271.8
2015,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,612.3
2011,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,567.6
2022,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,728.2
2018,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,630.5
2010,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,689.3
2024,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,656.3
2012,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,619.4
2020,EU_SH_DTH_NCOM,,,,,ES20028,PER_100000_POP,ES20028,704.6
2022,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,802.0
2014,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,452.1
2019,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,761.6
2018,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,758.9
2015,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,375.5
2013,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,814.8
2010,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,246.6
2011,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,366.1
2023,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,697.9
2012,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,730.7
2016,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,673.1
2017,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,631.2
2020,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,722.3
2021,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,678.5
2024,EU_SH_DTH_NCOM,,,,,ES01063,PER_100000_POP,ES01063,903.9
2015,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,585.7
2019,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,417.3
2021,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,570.3
2013,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,520.4
2023,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,527.3
2011,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,656.7
2017,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,471.6
2010,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,429.2
2012,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,556.2
2014,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,547.0
2016,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,708.2
2018,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,489.9
2020,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,555.3
2022,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,527.7
2024,EU_SH_DTH_NCOM,,,,,ES20081,PER_100000_POP,ES20081,535.2
2022,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,667.9
2014,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,701.2
2024,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,698.6
2018,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,825.1
2012,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,742.0
2010,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,789.9
2016,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,640.3
2011,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,605.8
2013,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,633.6
2015,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,876.0
2017,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,790.8
2019,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,806.6
2021,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,707.9
2023,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,750.2
2020,EU_SH_DTH_NCOM,,,,,ES20080,PER_100000_POP,ES20080,627.3
2014,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,616.9
2019,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,522.1
2011,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,517.8
2016,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,384.6
2012,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,549.0
2023,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,553.5
2024,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,612.5
2017,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,644.3
2010,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,657.9
2018,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,410.7
2021,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,571.6
2020,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,450.7
2022,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,539.8
2015,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,604.5
2013,EU_SH_DTH_NCOM,,,,ES0101,,PER_100000_POP,ES0101,532.7
2022,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,620.6
2017,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,738.0
2020,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,668.9
2021,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,520.6
2015,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,770.7
2024,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,585.9
2018,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,624.1
2012,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,679.9
2014,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,603.8
2019,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,733.7
2023,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,571.8
2013,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,812.1
2016,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,652.4
2011,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,617.7
2010,EU_SH_DTH_NCOM,,,,ES0104,,PER_100000_POP,ES0104,808.9
2021,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,669.0
2012,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,600.4
2017,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,607.2
2024,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,629.1
2013,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,591.2
2022,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,593.6
2019,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,615.9
2020,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,598.6
2016,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,601.2
2011,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,634.1
2014,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,542.9
2018,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,660.8
2015,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,639.7
2010,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,468.7
2023,EU_SH_DTH_NCOM,,,,ES0106,,PER_100000_POP,ES0106,592.8
2020,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,468.2
2017,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,556.7
2016,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,547.2
2013,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,518.8
2011,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,526.7
2019,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,525.3
2010,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,514.3
2018,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,513.9
2023,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,534.9
2012,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,502.9
2024,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,543.0
2015,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,557.7
2014,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,483.1
2021,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,514.1
2022,EU_SH_DTH_NCOM,,,,ES0102,,PER_100000_POP,ES0102,528.1
2017,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,498.2
2013,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,1187.2
2021,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,871.9
2023,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,437.0
2016,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,868.1
2022,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,772.8
2019,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,994.7
2010,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,688.0
2024,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,711.6
2020,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,709.3
2015,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,767.9
2014,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,889.3
2018,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,1029.6
2012,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,721.1
2011,EU_SH_DTH_NCOM,,,,ES0103,,PER_100000_POP,ES0103,749.9
2012,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,775.5
2018,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,670.3
2020,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,660.3
2017,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,576.4
2023,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,509.1
2010,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,646.7
2021,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,617.7
2013,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,614.4
2024,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,637.9
2019,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,596.4
2016,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,717.0
2015,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,675.0
2014,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,678.3
2022,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,617.6
2011,EU_SH_DTH_NCOM,,,,ES4801,,PER_100000_POP,ES4801,750.4
2017,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,625.6
2024,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,588.3
2019,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,573.9
2011,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,559.9
2022,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,539.5
2014,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,525.7
2010,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,564.4
2018,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,606.0
2020,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,572.6
2013,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,592.2
2021,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,592.6
2012,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,535.0
2015,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,542.4
2023,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,595.2
2016,EU_SH_DTH_NCOM,,,,ES2001,,PER_100000_POP,ES2001,536.5
2014,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,684.6
2024,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,653.0
2023,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,634.3
2015,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,717.1
2016,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,703.7
2020,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,666.2
2011,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,673.1
2019,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,698.2
2022,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,669.2
2013,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,652.2
2010,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,664.4
2018,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,705.2
2017,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,702.1
2021,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,661.8
2012,EU_SH_DTH_NCOM,,,,ES4802,,PER_100000_POP,ES4802,673.2
2021,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,670.7
2016,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,713.0
2018,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,636.3
2020,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,684.4
2012,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,771.4
2010,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,684.3
2017,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,677.0
2011,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,734.5
2019,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,658.0
2024,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,609.0
2023,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,697.1
2022,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,673.7
2015,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,676.2
2013,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,614.1
2014,EU_SH_DTH_NCOM,,,,ES2002,,PER_100000_POP,ES2002,727.3
2018,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,692.3
2014,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,640.1
2020,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,589.1
2012,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,623.4
2021,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,604.2
2010,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,646.0
2013,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,645.6
2016,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,588.2
2015,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,604.0
2022,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,652.1
2024,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,708.5
2023,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,696.4
2019,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,635.7
2017,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,616.8
2011,EU_SH_DTH_NCOM,,,,ES2003,,PER_100000_POP,ES2003,615.2
2015,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,614.8
2011,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,595.9
2018,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,652.4
2010,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,590.0
2021,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,614.3
2019,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,607.8
2013,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,591.3
2014,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,592.6
2024,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,624.6
2023,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,632.2
2020,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,593.9
2012,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,609.6
2022,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,634.4
2016,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,595.4
2017,EU_SH_DTH_NCOM,,,,ES2004,,PER_100000_POP,ES2004,643.3
2017,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,575.9
2022,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,619.0
2011,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,557.1
2019,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,597.2
2020,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,600.2
2016,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,615.4
2012,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,601.7
2024,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,598.3
2021,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,598.0
2014,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,577.3
2018,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,656.0
2010,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,565.2
2023,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,586.5
2015,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,600.0
2013,EU_SH_DTH_NCOM,,,,ES4803,,PER_100000_POP,ES4803,545.1
2017,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,841.2
2012,EU_SH_DTH_NCOM,,,,ES4804,,PER_100000_POP,ES4804,724.7
